name,position,team,unique_str,week,owner,points,status,RostStatus
"Waller, D.",TE,LV,"Waller, D. TE LV",02,Kevin,28.5,Active,Starting
"Kupp, C.",WR,LA,"Kupp, C. WR LA",02,Liam,13.8,Active,Starting
"Adams, D.",WR,GB,"Adams, D. WR GB",02,Liam,6.6,Active,Starting
Chargers DEF ,DEF,Chargers,Chargers DEF ,02,FA,,FA,FA
"Tagovailoa, T.",QB,MIA,"Tagovailoa, T. QB MIA",02,FA,,FA,FA
"Watkins, S.",WR,KC,"Watkins, S. WR KC",02,Matt,2.1,Active,Starting
"Miller, A.",WR,CHI,"Miller, A. WR CHI",02,Matt,0.0,Inactive,Bench
"Lewis, D.",RB,NYG,"Lewis, D. RB NYG",02,FA,,FA,FA
"Landry, J.",WR,CLE,"Landry, J. WR CLE",02,Graham,7.6,Active,Starting
"Thomas, L.",TE,WAS,"Thomas, L. TE WAS",02,FA,,FA,FA
"Gore, F.",RB,NYJ,"Gore, F. RB NYJ",02,FA,,FA,FA
"Ekeler, A.",RB,LAC,"Ekeler, A. RB LAC",02,Liam,18.8,Active,Starting
"Gurley, T.",RB,ATL,"Gurley, T. RB ATL",02,Liam,6.1,Active,Starting
"Brown, M.",WR,BAL,"Brown, M. WR BAL",02,Matt,9.2,Active,Starting
"Allen, J.",QB,BUF,"Allen, J. QB BUF",02,Liam,34.5,Active,Starting
Cardinals DEF ,DEF,Cardinals,Cardinals DEF ,02,FA,,FA,FA
"Hopkins, D.",WR,ARI,"Hopkins, D. WR ARI",02,Kevin,20.8,Active,Starting
"Engram, E.",TE,NYG,"Engram, E. TE NYG",02,Matt,12.5,Active,Starting
"Carr, D.",QB,LV,"Carr, D. QB LV",02,FA,,FA,FA
"Hunt, K.",RB,CLE,"Hunt, K. RB CLE",02,Jake,24.1,Active,Starting
"Moss, Z.",RB,BUF,"Moss, Z. RB BUF",02,Graham,3.7,Active,Starting
"Smith, J.",TE,TEN,"Smith, J. TE TEN",02,FA,,FA,FA
"Brown, A.",WR,TB,"Brown, A. WR TB",02,FA,,FA,FA
"Sanders, J.",K,MIA,"Sanders, J. K MIA",02,FA,,FA,FA
"Higgins, R.",WR,CLE,"Higgins, R. WR CLE",02,FA,,FA,FA
"Fulgham, T.",WR,PHI,"Fulgham, T. WR PHI",02,FA,,FA,FA
"Agholor, N.",WR,LV,"Agholor, N. WR LV",02,FA,,FA,FA
"Ebron, E.",TE,PIT,"Ebron, E. TE PIT",02,FA,,FA,FA
Dolphins DEF ,DEF,Dolphins,Dolphins DEF ,02,FA,,FA,FA
Colts DEF ,DEF,Colts,Colts DEF ,02,FA,,FA,FA
"Gage, R.",WR,ATL,"Gage, R. WR ATL",02,FA,,FA,FA
"Shenault, L.",WR,JAX,"Shenault, L. WR JAX",02,FA,,FA,FA
"Roethlisberger, B.",QB,PIT,"Roethlisberger, B. QB PIT",02,FA,,FA,FA
"Bass, T.",K,BUF,"Bass, T. K BUF",02,FA,,FA,FA
"Patterson, C.",WR,CHI,"Patterson, C. WR CHI",02,FA,,FA,FA
"Meyers, J.",WR,NE,"Meyers, J. WR NE",02,FA,,FA,FA
"Zuerlein, G.",K,DAL,"Zuerlein, G. K DAL",02,FA,,FA,FA
"Williams, M.",WR,LAC,"Williams, M. WR LAC",02,FA,,FA,FA
"Pittman, M.",WR,IND,"Pittman, M. WR IND",02,FA,,FA,FA
"Samuel, C.",WR,CAR,"Samuel, C. WR CAR",02,FA,,FA,FA
Seahawks DEF ,DEF,Seahawks,Seahawks DEF ,02,FA,,FA,FA
"Tonyan, R.",TE,GB,"Tonyan, R. TE GB",02,FA,,FA,FA
"McKissic, J.",RB,WAS,"McKissic, J. RB WAS",02,FA,,FA,FA
"Tannehill, R.",QB,TEN,"Tannehill, R. QB TEN",02,FA,,FA,FA
"Claypool, C.",WR,PIT,"Claypool, C. WR PIT",02,FA,,FA,FA
"Cole, K.",WR,JAX,"Cole, K. WR JAX",02,FA,,FA,FA
"Gallman, W.",RB,NYG,"Gallman, W. RB NYG",02,FA,,FA,FA
"Davis, C.",WR,TEN,"Davis, C. WR TEN",02,FA,,FA,FA
"Gronkowski, R.",TE,TB,"Gronkowski, R. TE TB",02,FA,,FA,FA
"Henderson, D.",RB,LA,"Henderson, D. RB LA",02,FA,,FA,FA
"Brady, T.",QB,TB,"Brady, T. QB TB",02,FA,,FA,FA
"Herbert, J.",QB,LAC,"Herbert, J. QB LAC",02,FA,,FA,FA
"Renfrow, H.",WR,LV,"Renfrow, H. WR LV",02,FA,,FA,FA
"Aiyuk, B.",WR,SF,"Aiyuk, B. WR SF",02,FA,,FA,FA
Browns DEF ,DEF,Browns,Browns DEF ,02,FA,,FA,FA
"Carlson, D.",K,LV,"Carlson, D. K LV",02,FA,,FA,FA
"Davis, M.",RB,CAR,"Davis, M. RB CAR",02,FA,,FA,FA
"Beasley, C.",WR,BUF,"Beasley, C. WR BUF",02,FA,,FA,FA
"Williams, J.",RB,GB,"Williams, J. RB GB",02,FA,,FA,FA
"Jefferson, J.",WR,MIN,"Jefferson, J. WR MIN",02,FA,,FA,FA
"Blankenship, R.",K,IND,"Blankenship, R. K IND",02,FA,,FA,FA
"Hardman, M.",WR,KC,"Hardman, M. WR KC",02,FA,,FA,FA
"Bailey, D.",K,MIN,"Bailey, D. K MIN",02,FA,,FA,FA
"Watson, D.",QB,HOU,"Watson, D. QB HOU",02,Jake,14.7,Active,Starting
"Jones, A.",RB,GB,"Jones, A. RB GB",02,Jake,45.6,Active,Starting
"Cooper, A.",WR,DAL,"Cooper, A. WR DAL",02,Lucas,16.0,Active,Starting
"Gallup, M.",WR,DAL,"Gallup, M. WR DAL",02,Lucas,7.8,Active,Starting
"Kirk, C.",WR,ARI,"Kirk, C. WR ARI",02,Lucas,8.4,Active,Starting
"Andrews, M.",TE,BAL,"Andrews, M. TE BAL",02,Lucas,3.9,Active,Starting
"Peterson, A.",RB,DET,"Peterson, A. RB DET",02,Lucas,4.1,Active,Starting
"Tucker, J.",K,BAL,"Tucker, J. K BAL",02,Lucas,16.0,Active,Starting
"Hyde, C.",RB,SEA,"Hyde, C. RB SEA",02,FA,,FA,FA
49ers DEF ,DEF,49ers,49ers DEF ,02,Lucas,5.0,Active,Starting
Packers DEF ,DEF,Packers,Packers DEF ,02,FA,,FA,FA
"Brees, D.",QB,NO,"Brees, D. QB NO",02,Lucas,14.48,Inactive,Bench
"Brown, J.",WR,BUF,"Brown, J. WR BUF",02,Lucas,18.2,Inactive,Bench
"Mostert, R.",RB,SF,"Mostert, R. RB SF",02,Lucas,18.7,Inactive,Bench
"Godwin, C.",WR,TB,"Godwin, C. WR TB",02,Lucas,0.0,Inactive,Bench
"Goedert, D.",TE,PHI,"Goedert, D. TE PHI",02,Lucas,7.0,Inactive,Bench
"Reed, J.",TE,SF,"Reed, J. TE SF",02,FA,,FA,FA
"Dobbins, J.",RB,BAL,"Dobbins, J. RB BAL",02,Lucas,7.1,Inactive,Bench
"Rodgers, A.",QB,GB,"Rodgers, A. QB GB",02,Graham,19.2,Active,Starting
"Elliott, E.",RB,DAL,"Elliott, E. RB DAL",02,Graham,22.2,Active,Starting
Football Team DEF ,DEF,TFootballeFootballaFootballm,Football Team DEF ,02,FA,,FA,FA
"Singletary, D.",RB,BUF,"Singletary, D. RB BUF",02,Lucas,9.6,Active,Starting
"McCaffrey, C.",RB,CAR,"McCaffrey, C. RB CAR",02,Lucas,24.8,Active,Starting
"Jackson, L.",QB,BAL,"Jackson, L. QB BAL",02,Lucas,17.56,Active,Starting
"Sanders, M.",RB,PHI,"Sanders, M. RB PHI",02,Jake,20.1,Active,Starting
"Hilton, T.",WR,IND,"Hilton, T. WR IND",02,Jake,5.8,Active,Starting
"Freeman, D.",RB,NYG,"Freeman, D. RB NYG",02,FA,,FA,FA
"Ballage, K.",RB,LAC,"Ballage, K. RB LAC",02,FA,,FA,FA
"Lockett, T.",WR,SEA,"Lockett, T. WR SEA",02,Jake,19.7,Active,Starting
"Lazard, A.",WR,GB,"Lazard, A. WR GB",02,Jake,7.5,Active,Starting
"Higbee, T.",TE,LA,"Higbee, T. TE LA",02,Jake,28.4,Active,Starting
"Schultz, D.",TE,DAL,"Schultz, D. TE DAL",02,FA,,FA,FA
"Myers, J.",K,SEA,"Myers, J. K SEA",02,Jake,5.0,Active,Starting
Patriots DEF ,DEF,Patriots,Patriots DEF ,02,Jake,6.0,Active,Starting
"Cooks, B.",WR,HOU,"Cooks, B. WR HOU",02,Jake,14.5,Inactive,Bench
"Crosby, M.",K,GB,"Crosby, M. K GB",02,FA,,FA,FA
"Henry, H.",TE,LAC,"Henry, H. TE LAC",02,Jake,14.3,Inactive,Bench
"Succop, R.",K,TB,"Succop, R. K TB",02,FA,,FA,FA
"Thomas, M.",WR,NO,"Thomas, M. WR NO",02,Jake,0.0,Inactive,Bench
"Anderson, R.",WR,CAR,"Anderson, R. WR CAR",02,Jake,17.9,Inactive,Bench
"Brown, A.",WR,TEN,"Brown, A. WR TEN",02,Jake,0.0,Inactive,Bench
"Burrow, J.",QB,CIN,"Burrow, J. QB CIN",02,Jake,24.54,Inactive,Bench
"Jackson, J.",RB,LAC,"Jackson, J. RB LAC",02,FA,,FA,FA
"Thielen, A.",WR,MIN,"Thielen, A. WR MIN",02,Graham,6.1,Active,Starting
"Jones, R.",RB,TB,"Jones, R. RB TB",02,Kevin,10.7,Active,Starting
"Gould, R.",K,SF,"Gould, R. K SF",02,Sam,8.0,Active,Starting
"Gonzalez, Z.",K,ARI,"Gonzalez, Z. K ARI",02,FA,,FA,FA
"Harry, N.",WR,NE,"Harry, N. WR NE",02,f,15.2,Inactive,Bench
"Gaskin, M.",RB,MIA,"Gaskin, M. RB MIA",02,f,14.2,Inactive,Bench
"Lindsay, P.",RB,DEN,"Lindsay, P. RB DEN",02,f,0.0,Inactive,Bench
"Prescott, D.",QB,DAL,"Prescott, D. QB DAL",02,f,39.8,Inactive,Bench
"Manhertz, C.",TE,CAR,"Manhertz, C. TE CAR",02,FA,,FA,FA
"Graham, J.",TE,CHI,"Graham, J. TE CHI",02,f,2.8,Inactive,Bench
Steelers DEF ,DEF,Steelers,Steelers DEF ,02,f,13.0,Active,Starting
"Slye, J.",K,CAR,"Slye, J. K CAR",02,f,5.0,Active,Starting
"Fant, N.",TE,DEN,"Fant, N. TE DEN",02,f,17.7,Active,Starting
"Kelce, T.",TE,KC,"Kelce, T. TE KC",02,f,24.0,Active,Starting
"Williams, P.",WR,MIA,"Williams, P. WR MIA",02,f,5.6,Active,Starting
"Boyd, T.",WR,CIN,"Boyd, T. WR CIN",02,f,20.2,Active,Starting
"Robinson, A.",WR,CHI,"Robinson, A. WR CHI",02,f,6.3,Active,Starting
"Scott, B.",RB,PHI,"Scott, B. RB PHI",02,f,13.4,Active,Starting
"Barkley, S.",RB,NYG,"Barkley, S. RB NYG",02,f,2.8,Active,Starting
"Newton, C.",QB,NE,"Newton, C. QB NE",02,f,34.58,Active,Starting
"Gostkowski, S.",K,TEN,"Gostkowski, S. K TEN",02,FA,,FA,FA
"Samuel, D.",WR,SF,"Samuel, D. WR SF",02,Sam,0.00,Inactive,Reserve
"Harris, D.",RB,NE,"Harris, D. RB NE",02,Sam,0.00,Inactive,Reserve
"Fitzpatrick, R.",QB,MIA,"Fitzpatrick, R. QB MIA",02,FA,,FA,FA
"Gibson, A.",RB,WAS,"Gibson, A. RB WAS",02,Sam,12.2,Inactive,Bench
"Robinson, J.",RB,JAX,"Robinson, J. RB JAX",02,Sam,21.0,Inactive,Bench
"Mattison, A.",RB,MIN,"Mattison, A. RB MIN",02,Sam,2.6,Inactive,Bench
"Golladay, K.",WR,DET,"Golladay, K. WR DET",02,Sam,0.0,Inactive,Bench
"Breida, M.",RB,MIA,"Breida, M. RB MIA",02,FA,,FA,FA
"Burkhead, R.",RB,NE,"Burkhead, R. RB NE",02,FA,,FA,FA
"Crowder, J.",WR,NYJ,"Crowder, J. WR NYJ",02,Sam,0.0,Inactive,Bench
"Ruggs, H.",WR,LV,"Ruggs, H. WR LV",02,f,3.0,Inactive,Bench
"Gano, G.",K,NYG,"Gano, G. K NYG",02,FA,,FA,FA
"Reagor, J.",WR,PHI,"Reagor, J. WR PHI",02,FA,,FA,FA
"Hasty, J.",RB,SF,"Hasty, J. RB SF",02,FA,,FA,FA
Panthers DEF ,DEF,Panthers,Panthers DEF ,02,FA,,FA,FA
"McManus, B.",K,DEN,"McManus, B. K DEN",02,FA,,FA,FA
"Johnson, D.",RB,CLE,"Johnson, D. RB CLE",02,FA,,FA,FA
"Hurts, J.",QB,PHI,"Hurts, J. QB PHI",02,FA,,FA,FA
"Bridgewater, T.",QB,CAR,"Bridgewater, T. QB CAR",02,FA,,FA,FA
"Fells, D.",TE,HOU,"Fells, D. TE HOU",02,FA,,FA,FA
"Prater, M.",K,DET,"Prater, M. K DET",02,FA,,FA,FA
"Ahmed, S.",RB,MIA,"Ahmed, S. RB MIA",02,FA,,FA,FA
"Hill, T.",QB,NO,"Hill, T. QB NO",02,FA,,FA,FA
"Patrick, T.",WR,DEN,"Patrick, T. WR DEN",02,FA,,FA,FA
"Cousins, K.",QB,MIN,"Cousins, K. QB MIN",02,FA,,FA,FA
"Minshew, G.",QB,JAX,"Minshew, G. QB JAX",02,FA,,FA,FA
Broncos DEF ,DEF,Broncos,Broncos DEF ,02,FA,,FA,FA
"Elliott, J.",K,PHI,"Elliott, J. K PHI",02,Kevin,7.0,Active,Starting
"Thompson, C.",RB,JAX,"Thompson, C. RB JAX",02,FA,,FA,FA
"Dallas, D.",RB,SEA,"Dallas, D. RB SEA",02,FA,,FA,FA
Bears DEF ,DEF,Bears,Bears DEF ,02,FA,,FA,FA
"Ward, G.",WR,PHI,"Ward, G. WR PHI",02,FA,,FA,FA
"Alie-Cox, M.",TE,IND,"Alie-Cox, M. TE IND",02,FA,,FA,FA
"Hill, B.",RB,ATL,"Hill, B. RB ATL",02,FA,,FA,FA
"Cobb, R.",WR,HOU,"Cobb, R. WR HOU",02,FA,,FA,FA
"Howard, J.",RB,Free Agent,"Howard, J. RB Free Agent",02,FA,,FA,FA
"Smith, T.",WR,NO,"Smith, T. WR NO",02,FA,,FA,FA
"Bell, L.",RB,KC,"Bell, L. RB KC",02,f,0.00,Inactive,Reserve
"Parker, D.",WR,MIA,"Parker, D. WR MIA",02,Sam,16.3,Inactive,Bench
"Grant, J.",WR,MIA,"Grant, J. WR MIA",02,FA,,FA,FA
"Coutee, K.",WR,HOU,"Coutee, K. WR HOU",02,FA,,FA,FA
"Fournette, L.",RB,TB,"Fournette, L. RB TB",02,Nolan,27.6,Inactive,Bench
"Fuller, W.",WR,HOU,"Fuller, W. WR HOU",02,Nolan,0.0,Inactive,Bench
"Jeffery, A.",WR,PHI,"Jeffery, A. WR PHI",02,FA,,FA,FA
"Bernard, G.",RB,CIN,"Bernard, G. RB CIN",02,Nolan,7.5,Inactive,Bench
Ravens DEF ,DEF,Ravens,Ravens DEF ,02,Nolan,15.0,Active,Starting
"Lambo, J.",K,JAX,"Lambo, J. K JAX",02,Nolan,5.0,Active,Starting
"Drake, K.",RB,ARI,"Drake, K. RB ARI",02,Nolan,11.5,Active,Starting
"Mims, D.",WR,NYJ,"Mims, D. WR NYJ",02,FA,,FA,FA
"Howard, O.",TE,TB,"Howard, O. TE TB",02,Nolan,2.1,Active,Starting
"Metcalf, D.",WR,SEA,"Metcalf, D. WR SEA",02,Nolan,19.2,Active,Starting
Saints DEF ,DEF,Saints,Saints DEF ,02,Sam,4.0,Active,Starting
"Chark, D.",WR,JAX,"Chark, D. WR JAX",02,Nolan,12.4,Active,Starting
"Evans, M.",WR,TB,"Evans, M. WR TB",02,Nolan,23.4,Active,Starting
"Jacobs, J.",RB,LV,"Jacobs, J. RB LV",02,Nolan,13.5,Active,Starting
"Carson, C.",RB,SEA,"Carson, C. RB SEA",02,Nolan,19.8,Active,Starting
"Wilson, R.",QB,SEA,"Wilson, R. QB SEA",02,Nolan,33.42,Active,Starting
Giants DEF ,DEF,Giants,Giants DEF ,02,FA,,FA,FA
"Jeudy, J.",WR,DEN,"Jeudy, J. WR DEN",02,Kevin,10.2,Inactive,Bench
"Lamb, C.",WR,DAL,"Lamb, C. WR DAL",02,Kevin,17.8,Inactive,Bench
"Gesicki, M.",TE,MIA,"Gesicki, M. TE MIA",02,Kevin,27.0,Inactive,Bench
"Michel, S.",RB,NE,"Michel, S. RB NE",02,Kevin,1.9,Inactive,Bench
"Edwards, G.",RB,BAL,"Edwards, G. RB BAL",02,FA,,FA,FA
"Johnson, K.",RB,DET,"Johnson, K. RB DET",02,Kevin,9.2,Inactive,Bench
"Jackson, D.",WR,PHI,"Jackson, D. WR PHI",02,Kevin,12.4,Inactive,Bench
Vikings DEF ,DEF,Vikings,Vikings DEF ,02,Kevin,4.0,Active,Starting
"Slayton, D.",WR,NYG,"Slayton, D. WR NYG",02,Nolan,6.3,Inactive,Bench
"Snell, B.",RB,PIT,"Snell, B. RB PIT",02,Nolan,-0.9,Inactive,Bench
"Higgins, T.",WR,CIN,"Higgins, T. WR CIN",02,FA,,FA,FA
"Pollard, T.",RB,DAL,"Pollard, T. RB DAL",02,Jess,12.5,Inactive,Bench
"Hooper, A.",TE,CLE,"Hooper, A. TE CLE",02,Jess,4.2,Inactive,Bench
"Moore, D.",WR,CAR,"Moore, D. WR CAR",02,Jess,20.0,Active,Starting
"Diggs, S.",WR,BUF,"Diggs, S. WR BUF",02,Sam,29.3,Active,Starting
"Gordon, M.",RB,DEN,"Gordon, M. RB DEN",02,Jess,16.4,Active,Starting
"Penny, R.",RB,SEA,"Penny, R. RB SEA",02,FA,,FA,FA
Chiefs DEF ,DEF,Chiefs,Chiefs DEF ,02,Jess,5.0,Active,Starting
"Jones, M.",WR,DET,"Jones, M. WR DET",02,Jess,12.3,Inactive,Bench
"Smith-Schuster, J.",WR,PIT,"Smith-Schuster, J. WR PIT",02,Jess,11.8,Active,Starting
"Hines, N.",RB,IND,"Hines, N. RB IND",02,Sam,5.4,Active,Starting
"Tate, G.",WR,NYG,"Tate, G. WR NYG",02,FA,,FA,FA
"McLaurin, T.",WR,WAS,"McLaurin, T. WR WAS",02,Sam,25.5,Active,Starting
"Jones, J.",WR,ATL,"Jones, J. WR ATL",02,Jess,4.4,Active,Starting
"Woods, R.",WR,LA,"Woods, R. WR LA",02,Sam,11.3,Active,Starting
"Cook, D.",RB,MIN,"Cook, D. RB MIN",02,Sam,17.1,Active,Starting
"Henry, D.",RB,TEN,"Henry, D. RB TEN",02,Jess,8.4,Active,Starting
"Cook, J.",TE,NO,"Cook, J. TE NO",02,Jess,9.3,Active,Starting
"Hockenson, T.",TE,DET,"Hockenson, T. TE DET",02,Sam,10.2,Active,Starting
"Montgomery, D.",RB,CHI,"Montgomery, D. RB CHI",02,Jess,21.7,Inactive,Bench
"Ingram, M.",RB,BAL,"Ingram, M. RB BAL",02,Jess,15.7,Active,Starting
"Butker, H.",K,KC,"Butker, H. K KC",02,Jess,12.0,Active,Starting
"Edwards, B.",WR,LV,"Edwards, B. WR LV",02,Nolan,6.2,Inactive,Bench
"Murray, K.",QB,ARI,"Murray, K. QB ARI",02,Sam,32.14,Active,Starting
"Harris, D.",WR,NO,"Harris, D. WR NO",02,FA,,FA,FA
"Coleman, T.",RB,SF,"Coleman, T. RB SF",02,Jess,6.0,Inactive,Bench
"Miller, S.",WR,TB,"Miller, S. WR TB",02,Sam,3.2,Active,Starting
"Wentz, C.",QB,PHI,"Wentz, C. QB PHI",02,Jess,12.38,Active,Starting
"Shepard, S.",WR,NYG,"Shepard, S. WR NYG",02,Jess,5.5,Inactive,Bench
"Adams, D.",WR,GB,"Adams, D. WR GB",03,Liam,0.0,Inactive,Bench
"Lewis, D.",RB,NYG,"Lewis, D. RB NYG",03,f,2.0,Inactive,Bench
"Prescott, D.",QB,DAL,"Prescott, D. QB DAL",03,f,27.48,Inactive,Bench
"Swift, D.",RB,DET,"Swift, D. RB DET",03,Liam,2.9,Inactive,Bench
"Scott, B.",RB,PHI,"Scott, B. RB PHI",03,f,0.5,Inactive,Bench
"Sanders, E.",WR,NO,"Sanders, E. WR NO",03,Liam,15.6,Inactive,Bench
"Sims, S.",WR,WAS,"Sims, S. WR WAS",03,Liam,2.3,Inactive,Bench
"Cole, K.",WR,JAX,"Cole, K. WR JAX",03,Liam,10.7,Inactive,Bench
"Gaskin, M.",RB,MIA,"Gaskin, M. RB MIA",03,f,14.5,Inactive,Bench
"Evans, M.",WR,TB,"Evans, M. WR TB",03,Nolan,14.2,Active,Starting
"Barkley, S.",RB,NYG,"Barkley, S. RB NYG",03,f,0.00,Inactive,Reserve
Bills DEF ,DEF,Bills,Bills DEF ,03,Liam,5.0,Active,Starting
"Williams, P.",WR,MIA,"Williams, P. WR MIA",03,f,8.7,Inactive,Bench
"Watson, D.",QB,HOU,"Watson, D. QB HOU",03,Jake,17.06,Active,Starting
"Koo, Y.",K,ATL,"Koo, Y. K ATL",03,Liam,7.0,Active,Starting
"Claypool, C.",WR,PIT,"Claypool, C. WR PIT",03,Sam,3.4,Inactive,Bench
"Kupp, C.",WR,LA,"Kupp, C. WR LA",03,Liam,25.7,Active,Starting
"Gibson, A.",RB,WAS,"Gibson, A. RB WAS",03,Sam,13.0,Inactive,Bench
"Harris, D.",RB,NE,"Harris, D. RB NE",03,Sam,0.00,Inactive,Reserve
"Samuel, D.",WR,SF,"Samuel, D. WR SF",03,Sam,0.00,Inactive,Reserve
"Newton, C.",QB,NE,"Newton, C. QB NE",03,f,11.18,Active,Starting
"Valdes-Scantling, M.",WR,GB,"Valdes-Scantling, M. WR GB",03,Liam,1.5,Active,Starting
"McKinnon, J.",RB,SF,"McKinnon, J. RB SF",03,f,16.7,Active,Starting
"Graham, J.",TE,CHI,"Graham, J. TE CHI",03,f,24.0,Inactive,Bench
"Johnson, D.",RB,HOU,"Johnson, D. RB HOU",03,f,12.6,Active,Starting
"Harry, N.",WR,NE,"Harry, N. WR NE",03,f,5.6,Active,Starting
"Ruggs, H.",WR,LV,"Ruggs, H. WR LV",03,f,0.0,Active,Starting
"Kelce, T.",TE,KC,"Kelce, T. TE KC",03,f,14.7,Active,Starting
"Ertz, Z.",TE,PHI,"Ertz, Z. TE PHI",03,Liam,14.0,Active,Starting
"Brown, M.",RB,LA,"Brown, M. RB LA",03,Liam,1.9,Active,Starting
"Kelley, J.",RB,LAC,"Kelley, J. RB LAC",03,Liam,5.2,Inactive,Bench
"Slye, J.",K,CAR,"Slye, J. K CAR",03,f,14.0,Active,Starting
Steelers DEF ,DEF,Steelers,Steelers DEF ,03,f,7.0,Active,Starting
"Boyd, T.",WR,CIN,"Boyd, T. WR CIN",03,f,22.5,Active,Starting
"Fant, N.",TE,DEN,"Fant, N. TE DEN",03,f,9.6,Active,Starting
"Allen, K.",WR,LAC,"Allen, K. WR LAC",03,Matt,30.2,Active,Starting
"Campbell, P.",WR,IND,"Campbell, P. WR IND",03,Liam,0.00,Inactive,Reserve
"Hopkins, D.",WR,ARI,"Hopkins, D. WR ARI",03,Kevin,23.7,Active,Starting
"Aiyuk, B.",WR,SF,"Aiyuk, B. WR SF",03,FA,,FA,FA
"Beckham, O.",WR,CLE,"Beckham, O. WR CLE",03,Kevin,9.9,Active,Starting
"Waller, D.",TE,LV,"Waller, D. TE LV",03,Kevin,2.9,Active,Starting
"Renfrow, H.",WR,LV,"Renfrow, H. WR LV",03,FA,,FA,FA
"Lamb, C.",WR,DAL,"Lamb, C. WR DAL",03,Kevin,14.8,Active,Starting
"Elliott, J.",K,PHI,"Elliott, J. K PHI",03,Kevin,14.0,Active,Starting
Vikings DEF ,DEF,Vikings,Vikings DEF ,03,Kevin,3.0,Active,Starting
"Green, A.",WR,CIN,"Green, A. WR CIN",03,Kevin,8.6,Active,Starting
"Jackson, D.",WR,PHI,"Jackson, D. WR PHI",03,Kevin,3.1,Inactive,Bench
"Gronkowski, R.",TE,TB,"Gronkowski, R. TE TB",03,FA,,FA,FA
"Jones, R.",RB,TB,"Jones, R. RB TB",03,Kevin,9.3,Inactive,Bench
"Michel, S.",RB,NE,"Michel, S. RB NE",03,Kevin,16.0,Inactive,Bench
"Gesicki, M.",TE,MIA,"Gesicki, M. TE MIA",03,Kevin,8.5,Inactive,Bench
"Jeudy, J.",WR,DEN,"Jeudy, J. WR DEN",03,Kevin,10.5,Inactive,Bench
"Wilson, R.",QB,SEA,"Wilson, R. QB SEA",03,Nolan,36.8,Active,Starting
"Carson, C.",RB,SEA,"Carson, C. RB SEA",03,Nolan,10.6,Active,Starting
"Jacobs, J.",RB,LV,"Jacobs, J. RB LV",03,Nolan,9.3,Active,Starting
"Johnson, K.",RB,DET,"Johnson, K. RB DET",03,Kevin,4.0,Inactive,Bench
"Sutton, C.",WR,DEN,"Sutton, C. WR DEN",03,Liam,0.00,Inactive,Reserve
"Taylor, J.",RB,IND,"Taylor, J. RB IND",03,Kevin,13.2,Active,Starting
"Mahomes, P.",QB,KC,"Mahomes, P. QB KC",03,Kevin,40.0,Active,Starting
"Ryan, M.",QB,ATL,"Ryan, M. QB ATL",03,Matt,11.42,Active,Starting
"Chubb, N.",RB,CLE,"Chubb, N. RB CLE",03,Matt,24.0,Active,Starting
"Edwards-Helaire, C.",RB,KC,"Edwards-Helaire, C. RB KC",03,Matt,18.4,Active,Starting
"Edelman, J.",WR,NE,"Edelman, J. WR NE",03,Matt,4.2,Active,Starting
"Mattison, A.",RB,MIN,"Mattison, A. RB MIN",03,Sam,2.7,Inactive,Bench
"Robinson, A.",WR,CHI,"Robinson, A. WR CHI",03,Matt,28.3,Active,Starting
"Engram, E.",TE,NYG,"Engram, E. TE NYG",03,Matt,5.2,Active,Starting
"Brown, M.",WR,BAL,"Brown, M. WR BAL",03,Matt,3.3,Active,Starting
"Kamara, A.",RB,NO,"Kamara, A. RB NO",03,Kevin,44.7,Active,Starting
"Lutz, W.",K,NO,"Lutz, W. K NO",03,Matt,13.0,Active,Starting
"Hilton, T.",WR,IND,"Hilton, T. WR IND",03,Matt,8.2,Inactive,Bench
"Tannehill, R.",QB,TEN,"Tannehill, R. QB TEN",03,Matt,12.74,Inactive,Bench
"Jefferson, J.",WR,MIN,"Jefferson, J. WR MIN",03,FA,,FA,FA
"White, J.",RB,NE,"White, J. RB NE",03,Matt,0.0,Inactive,Bench
"Mixon, J.",RB,CIN,"Mixon, J. RB CIN",03,Matt,8.5,Inactive,Bench
"Kittle, G.",TE,SF,"Kittle, G. TE SF",03,Matt,0.0,Inactive,Bench
"Henderson, D.",RB,LA,"Henderson, D. RB LA",03,Matt,19.0,Inactive,Bench
"Bell, L.",RB,KC,"Bell, L. RB KC",03,Matt,0.00,Inactive,Reserve
Buccaneers DEF ,DEF,Buccaneers,Buccaneers DEF ,03,Matt,18.0,Active,Starting
"Hines, N.",RB,IND,"Hines, N. RB IND",03,Sam,11.3,Inactive,Bench
"Woods, R.",WR,LA,"Woods, R. WR LA",03,Sam,21.4,Active,Starting
"Ekeler, A.",RB,LAC,"Ekeler, A. RB LAC",03,Liam,31.3,Active,Starting
"Tucker, J.",K,BAL,"Tucker, J. K BAL",03,Lucas,9.0,Active,Starting
49ers DEF ,DEF,49ers,49ers DEF ,03,Lucas,12.0,Active,Starting
"Tate, G.",WR,NYG,"Tate, G. WR NYG",03,Lucas,8.6,Inactive,Bench
"Mostert, R.",RB,SF,"Mostert, R. RB SF",03,Lucas,0.0,Inactive,Bench
"Gallman, W.",RB,NYG,"Gallman, W. RB NYG",03,Lucas,3.4,Inactive,Bench
"Kirk, C.",WR,ARI,"Kirk, C. WR ARI",03,Lucas,0.0,Inactive,Bench
"Goedert, D.",TE,PHI,"Goedert, D. TE PHI",03,Lucas,1.7,Inactive,Bench
